id,character,reading,sound_elem,is_primary
2402,"臠","연",,0
2403,"輦","련",,1
2404,"輦","연",,0
2405,"連","련",,1
2406,"連","연",,0
2407,"鍊","련",,1
2408,"鍊","연",,0
2409,"鏈","련",,1
2410,"鏈","연",,0
2411,"鰊","련",,1
2412,"鰊","연",,0
2413,"鰱","련",,1
2414,"鰱","연",,0
2415,"冽","렬",,1
2416,"冽","열",,0
2417,"列","렬",,1
2418,"列","열",,0
2419,"劣","렬",,1
2420,"劣","열",,0
2421,"姴","렬",,1
2422,"姴","열",,0
2423,"挒","렬",,1
2424,"挒","열",,0
2425,"捩","렬",,1
2426,"捩","열",,0
2427,"栵","렬",,1
2428,"栵","례",,0
2429,"洌","렬",,1
2430,"洌","열",,0
2431,"烈","렬",,1
2432,"烈","열",,0
2433,"裂","렬",,1
2434,"裂","열",,0
2435,"颲","렬",,1
2436,"颲","열",,0
2437,"廉","렴",,1
2438,"廉","염",,0
2439,"斂","렴",,1
2440,"斂","염",,0
2441,"殮","렴",,1
2442,"殮","염",,0
2443,"濂","렴",,1
2444,"濂","염",,0
2445,"瀲","렴",,1
2446,"瀲","염",,0
2447,"磏","렴",,1
2448,"磏","염",,0
2449,"簾","렴",,1
2450,"簾","염",,0
2451,"獵","렵",,1
2452,"獵","엽",,0
2453,"躐","렵",,1
2454,"躐","엽",,0
2455,"鬣","렵",,1
2456,"鬣","엽",,0
2457,"令","령",,1
2458,"令","영",,0
2459,"伶","령",,1
2460,"伶","영",,0
2461,"另","령",,1
2462,"另","영",,0
2463,"呤","령",,1
2464,"呤","영",,0
2465,"囹","령",,1
2466,"囹","영",,0
2467,"坽","령",,1
2468,"坽","영",,0
2469,"姈","령",,1
2470,"姈","영",,0
2471,"岭","령",,1
2472,"岭","영",,0
2473,"岺","령",,1
2474,"岺","영",,0
2475,"嶺","령",,1
2476,"嶺","영",,0
2477,"怜","령",,1
2478,"怜","영",,0
2479,"昤","령",,1
2480,"昤","영",,0
2481,"朎","령",,1
2482,"朎","영",,0
2483,"柃","령",,1
2484,"柃","영",,0
2485,"欞","령",,1
2486,"欞","영",,0
2487,"泠","령",,1
2488,"泠","영",,0
2489,"澪","령",,1
2490,"澪","영",,0
2491,"玲","령",,1
2492,"玲","영",,0
2493,"皊","령",,1
2494,"皊","영",,0
2495,"砱","령",,1
2496,"秢","령",,1
2497,"秢","영",,0
2498,"笭","령",,1
2499,"笭","영",,0
2500,"羚","령",,1
2501,"羚","영",,0
2502,"翎","령",,1
2503,"翎","영",,0
2504,"聆","령",,1
2505,"聆","영",,0
2506,"苓","령",,1
2507,"苓","영",,0
2508,"蛉","령",,1
2509,"蛉","영",,0
2510,"詅","령",,1
2511,"詅","영",,0
2512,"軨","령",,1
2513,"軨","영",,0
2514,"逞","령",,1
2515,"逞","영",,0
2516,"鈴","령",,1
2517,"鈴","영",,0
2518,"零","령",,1
2519,"零","영",,0
2520,"靈","령",,1
2521,"靈","영",,0
2522,"領","령",,1
2523,"領","영",,0
2524,"鴒","령",,1
2525,"鴒","영",,0
2526,"鹷","령",,1
2527,"鹷","영",,0
2528,"齡","령",,1
2529,"齡","영",,0
2530,"例","례",,1
2531,"例","예",,0
2532,"澧","례",,1
2533,"澧","예",,0
2534,"礼","례",,1
2535,"礼","예",,0
2536,"禮","례",,1
2537,"禮","예",,0
2538,"醴","례",,1
2539,"醴","예",,0
2540,"隷","례",,1
2541,"隷","예",,0
2542,"隸","례",,1
2543,"隸","예",,0
2544,"鱧","례",,1
2545,"鱧","예",,0
2546,"勞","노",,1
2547,"勞","로",,0
2548,"嚧","노",,1
2549,"嚧","로",,0
2550,"壚","노",,1
2551,"壚","로",,0
2552,"撈","노",,1
2553,"撈","로",,0
2554,"擄","노",,1
2555,"擄","로",,0
2556,"攎","로",,1
2557,"櫓","노",,1
2558,"櫓","로",,0
2559,"櫨","노",,1
2560,"櫨","로",,0
2561,"滷","노",,1
2562,"滷","로",,0
2563,"潞","노",,1
2564,"潞","로",,0
2565,"潦","노",,1
2566,"潦","로",,0
2567,"潦","료",,0
2568,"潦","요",,0
2569,"澇","노",,1
2570,"澇","로",,0
2571,"瀘","노",,1
2572,"瀘","로",,0
2573,"爐","노",,1
2574,"爐","로",,0
2575,"玈","노",,1
2576,"玈","로",,0
2577,"璐","로",,1
2578,"瓐","노",,1
2579,"瓐","로",,0
2580,"癆","노",,1
2581,"癆","로",,0
2582,"盧","노","火",1
2583,"盧","로","火",0
2584,"矑","노",,1
2585,"矑","로",,0
2586,"窂","노",,1
2587,"窂","로",,0
2588,"老","노",,1
2589,"老","로",,0
2590,"艪","노",,1
2591,"艪","로",,0
2592,"艫","노",,1
2593,"艫","로",,0
2594,"蕗","노",,1
2595,"蕗","로",,0
2596,"蘆","노",,1
2597,"蘆","로",,0
2598,"虜","노",,1
2599,"虜","로",,0
2600,"路","노",,1
2601,"路","로",,0
2602,"輅","노",,1
2603,"輅","로",,0
2604,"轤","노",,1
2605,"轤","로",,0
2606,"鏴","로",,1
2607,"鐪","노",,1
2608,"鐪","로",,0
2609,"鑪","노",,1
2610,"鑪","로",,0
2611,"露","노",,1
2612,"露","로",,0
2613,"顱","노",,1
2614,"顱","로",,0
2615,"髗","노",,1
2616,"髗","로",,0
2617,"魯","노",,1
2618,"魯","로",,0
2619,"鱸","노",,1
2620,"鱸","로",,0
2621,"鷺","노",,1
2622,"鷺","로",,0
2623,"鸕","노",,1
2624,"鸕","로",,0
2625,"鹵","노",,1
2626,"鹵","로",,0
2627,"彔","녹",,1
2628,"彔","록",,0
2629,"摝","록",,1
2630,"淥","녹",,1
2631,"淥","록",,0
2632,"漉","녹",,1
2633,"漉","록",,0
2634,"琭","록",,1
2635,"甪","록",,1
2636,"碌","녹",,1
2637,"碌","록",,0
2638,"祿","녹",,1
2639,"祿","록",,0
2640,"簏","녹",,1
2641,"簏","록",,0
2642,"綠","녹",,1
2643,"綠","록",,0
2644,"菉","녹",,1
2645,"菉","록",,0
2646,"轆","녹",,1
2647,"轆","록",,0
2648,"錄","녹",,1
2649,"錄","록",,0
2650,"騄","록",,1
2651,"鵦","녹",,1
2652,"鵦","록",,0
2653,"鹿","녹",,1
2654,"鹿","록",,0
2655,"麓","녹",,1
2656,"麓","록",,0
2657,"惀","론",,1
2658,"掄","론",,1
2659,"掄","륜",,0
2660,"掄","윤",,0
2661,"論","논",,1
2662,"論","론",,0
2663,"儱","농",,1
2664,"儱","롱",,0
2665,"壟","농",,1
2666,"壟","롱",,0
2667,"巃","롱",,1
2668,"弄","농",,1
2669,"弄","롱",,0
2670,"攏","농",,1
2671,"攏","롱",,0
2672,"曨","농",,1
2673,"曨","롱",,0
2674,"朧","농",,1
2675,"朧","롱",,0
2676,"瀧","농",,1
2677,"瀧","롱",,0
2678,"瓏","농",,1
2679,"瓏","롱",,0
2680,"礱","농",,1
2681,"礱","롱",,0
2682,"籠","농",,1
2683,"籠","롱",,0
2684,"聾","농",,1
2685,"聾","롱",,0
2686,"蘢","농",,1
2687,"蘢","롱",,0
2688,"隴","농",,1
2689,"隴","롱",,0
2690,"儡","뇌",,1
2691,"儡","뢰",,0
2692,"攂","뇌",,1
2693,"攂","뢰",,0
2694,"瀨","뇌",,1
2695,"瀨","뢰",,0
2696,"牢","뇌",,1
2697,"牢","뢰",,0
2698,"磊","뇌",,1
2699,"磊","뢰",,0
2700,"礌","뇌",,1
2701,"礌","뢰",,0
2702,"礧","뇌",,1
2703,"礧","뢰",,0
2704,"籟","뇌",,1
2705,"籟","뢰",,0
2706,"纇","뇌",,1
2707,"纇","뢰",,0
2708,"罍","뇌",,1
2709,"罍","뢰",,0
2710,"耒","뇌",,1
2711,"耒","뢰",,0
2712,"蕾","뇌",,1
2713,"蕾","뢰",,0
2714,"誄","뇌",,1
2715,"誄","뢰",,0
2716,"賂","뇌",,1
2717,"賂","뢰",,0
2718,"賚","뇌",,1
2719,"賚","뢰",,0
2720,"賴","뇌",,1
2721,"賴","뢰",,0
2722,"酹","뇌",,1
2723,"酹","뢰",,0
2724,"雷","뇌",,1
2725,"雷","뢰",,0
2726,"頼","뇌",,1
2727,"頼","뢰",,0
2728,"了","료",,1
2729,"了","요",,0
2730,"僚","료",,1
2731,"僚","요",,0
2732,"嘹","료",,1
2733,"嘹","요",,0
2734,"嫽","료",,1
2735,"嫽","요",,0
2736,"寮","료",,1
2737,"寮","요",,0
2738,"廖","료",,1
2739,"廖","요",,0
2740,"撩","료",,1
2741,"撩","요",,0
2742,"料","료",,1
2743,"料","요",,0
2744,"暸","료",,1
2745,"暸","요",,0
2746,"漻","료",,1
2747,"漻","류",,0
2748,"炓","료",,1
2749,"燎","료",,1
2750,"燎","요",,0
2751,"獠","료",,1
2752,"獠","요",,0
2753,"療","료",,1
2754,"療","요",,0
2755,"瞭","료",,1
2756,"瞭","요",,0
2757,"繚","료",,1
2758,"繚","요",,0
2759,"聊","료",,1
2760,"聊","요",,0
2761,"膋","료",,1
2762,"膋","요",,0
2763,"蓼","료",,1
2764,"蓼","요",,0
2765,"遼","료",,1
2766,"遼","요",,0
2767,"鄝","료",,1
2768,"醪","료",,1
2769,"醪","요",,0
2770,"鐐","료",,1
2771,"鐐","요",,0
2772,"飂","료",,1
2773,"飂","요",,0
2774,"飉","료",,1
2775,"飉","요",,0
2776,"徿","룡",,1
2777,"徿","용",,0
2778,"竜","룡",,1
2779,"竜","용",,0
2780,"龒","룡",,1
2781,"龒","용",,0
2782,"僂","누",,1
2783,"僂","루",,0
2784,"嘍","누",,1
2785,"嘍","루",,0
2786,"壘","누",,1
2787,"壘","루",,0
2788,"婁","누",,1
2789,"婁","루",,0
2790,"屢","누",,1
2791,"屢","루",,0
2792,"嶁","누",,1
2793,"嶁","루",,0
2794,"慺","누",,1
2795,"慺","루",,0
2796,"摟","누",,1
2797,"摟","루",,0
2798,"樓","누",,1
2799,"樓","루",,0
2800,"淚","누",,1
2801,"淚","루",,0
2802,"漊","루",,1
2803,"漏","누",,1
2804,"漏","루",,0
2805,"漯","루",,1
2806,"熡","누",,1
2807,"熡","루",,0
2808,"瘻","누",,1
2809,"瘻","루",,0
2810,"累","누",,1
2811,"累","루",,0
2812,"縷","누",,1
2813,"縷","루",,0
2814,"耬","누",,1
2815,"耬","루",,0
2816,"蔞","누",,1
2817,"蔞","루",,0
2818,"螻","누",,1
2819,"螻","루",,0
2820,"褸","누",,1
2821,"褸","루",,0
2822,"謱","루",,1
2823,"鏤","누",,1
2824,"鏤","루",,0
2825,"陋","누",,1
2826,"陋","루",,0
2827,"髏","누",,1
2828,"髏","루",,0
2829,"懰","류",,1
2830,"懰","유",,0
2831,"旒","류",,1
2832,"旒","유",,0
2833,"榴","류",,1
2834,"榴","유",,0
2835,"橊","류",,1
2836,"橊","유",,0
2837,"流","류",,1
2838,"流","유",,0
2839,"溜","류",,1
2840,"溜","유",,0
2841,"瀏","류",,1
2842,"瀏","유",,0
2843,"琉","류",,1
2844,"琉","유",,0
2845,"瑠","류",,1
2846,"瑠","유",,0
2847,"留","류",,1
2848,"留","유",,0
2849,"瘤","류",,1
2850,"瘤","유",,0
2851,"硫","류",,1
2852,"硫","유",,0
2853,"縲","류",,1
2854,"縲","유",,0
2855,"纍","류",,1
2856,"纍","유",,0
2857,"謬","류",,1
2858,"謬","유",,0
2859,"遛","류",,1
2860,"遛","유",,0
2861,"鉚","류",,1
2862,"鉚","유",,0
2863,"鎏","류",,1
2864,"鎏","유",,0
2865,"鏐","류",,1
2866,"鏐","유",,0
2867,"類","류",,1
2868,"類","유",,0
2869,"鶹","류",,1
2870,"鶹","유",,0
2871,"六","륙",,1
2872,"六","육",,0
2873,"勠","륙",,1
2874,"勠","육",,0
2875,"戮","륙",,1
2876,"戮","육",,0
2877,"陸","륙",,1
2878,"陸","육",,0
2879,"侖","륜",,1
2880,"侖","윤",,0
2881,"倫","륜",,1
2882,"倫","윤",,0
2883,"圇","륜",,1
2884,"圇","윤",,0
2885,"崘","륜",,1
2886,"崘","윤",,0
2887,"崙","륜",,1
2888,"崙","윤",,0
2889,"棆","륜",,1
2890,"棆","윤",,0
2891,"淪","륜",,1
2892,"淪","윤",,0
2893,"綸","륜",,1
2894,"綸","윤",,0
2895,"踚","륜",,1
2896,"踚","윤",,0
2897,"輪","륜",,1
2898,"輪","윤",,0
2899,"錀","륜",,1
2900,"錀","윤",,0
2901,"嵂","률",,1
2902,"嵂","율",,0
2903,"慄","률",,1
2904,"慄","율",,0
2905,"溧","률",,1
2906,"溧","율",,0
2907,"瑮","률",,1
2908,"瑮","율",,0
2909,"癃","륭",,1
2910,"癃","융",,0
2911,"窿","륭",,1
2912,"窿","융",,0
2913,"隆","륭",,1
2914,"隆","융",,0
2915,"勒","늑",,1
2916,"勒","륵",,0
2917,"忇","늑",,1
2918,"忇","륵",,0
2919,"泐","늑",,1
2920,"泐","륵",,0
2921,"玏","륵",,1
2922,"肋","늑",,1
2923,"肋","륵",,0
2924,"凛","늠",,1
2925,"凛","름",,0
2926,"凜","늠",,1
2927,"凜","름",,0
2928,"廩","늠",,1
2929,"廩","름",,0
2930,"懍","름",,1
2931,"澟","늠",,1
2932,"澟","름",,0
2933,"菻","늠",,1
2934,"菻","름",,0
2935,"倰","능",,1
2936,"倰","릉",,0
2937,"凌","능",,1
2938,"凌","릉",,0
2939,"楞","능",,1
2940,"楞","릉",,0
2941,"稜","능",,1
2942,"稜","릉",,0
2943,"綾","능",,1
2944,"綾","릉",,0
2945,"菱","능",,1
2946,"菱","릉",,0
2947,"蔆","능",,1
2948,"蔆","릉",,0
2949,"陵","능",,1
2950,"陵","릉",,0
2951,"俐","리",,1
2952,"俐","이",,0
2953,"俚","리",,1
2954,"俚","이",,0
2955,"利","리",,1
2956,"利","이",,0
2957,"剺","리",,1
2958,"剺","이",,0
2959,"厘","리",,1
2960,"厘","이",,0
2961,"吏","리",,1
2962,"吏","이",,0
2963,"哩","리",,1
2964,"哩","이",,0
2965,"唎","리",,1
2966,"唎","이",,0
2967,"娌","리",,1
2968,"嫠","리",,1
2969,"嫠","이",,0
2970,"履","리",,1
2971,"履","이",,0
2972,"悧","리",,1
2973,"悧","이",,0
2974,"摛","리",,1
2975,"摛","이",,0
2976,"攡","리",,1
2977,"梨","리",,1
2978,"梨","이",,0
2979,"浬","리",,1
2980,"浬","이",,0
2981,"涖","리",,1
2982,"涖","이",,0
2983,"漓","리",,1
2984,"漓","이",,0
2985,"犁","리",,1
2986,"犁","이",,0
2987,"犂","리",,1
2988,"犂","이",,0
2989,"狸","리",,1
2990,"狸","이",,0
2991,"理","리",,1
2992,"理","이",,0
2993,"璃","리",,1
2994,"璃","이",,0
2995,"痢","리",,1
2996,"痢","이",,0
2997,"离","리",,1
2998,"离","이",,0
2999,"籬","리",,1
3000,"籬","이",,0
3001,"罹","리",,1
3002,"罹","이",,0
3003,"羸","리",,1
3004,"羸","이",,0
3005,"莅","리",,1
3006,"莅","이",,0
3007,"莉","리",,1
3008,"莉","이",,0
3009,"蜊","리",,1
3010,"蜊","이",,0
3011,"螭","리",,1
3012,"螭","이",,0
3013,"裏","리",,1
3014,"裏","이",,0
3015,"裡","리",,1
3016,"裡","이",,0
3017,"貍","리",,1
3018,"貍","이",,0
3019,"邐","리",,1
3020,"邐","이",,0
3021,"里","리",,1
3022,"里","이",,0
3023,"釐","리",,1
3024,"釐","이",,0
3025,"離","리",,1
3026,"離","이",,0
3027,"魑","리",,1
3028,"魑","이",,0
3029,"鯉","리",,1
3030,"鯉","이",,0
3031,"鸝","리",,1
3032,"黐","리",,1
3033,"黐","이",,0
3034,"吝","린",,1
3035,"吝","인",,0
3036,"嶙","린",,1
3037,"嶙","인",,0
3038,"悋","린",,1
3039,"悋","인",,0
3040,"撛","린",,1
3041,"撛","인",,0
3042,"斴","린",,1
3043,"斴","인",,0
3044,"暽","린",,1
3045,"橉","린",,1
3046,"橉","인",,0
3047,"潾","린",,1
3048,"潾","인",,0
3049,"焛","린",,1
3050,"焛","인",,0
3051,"燐","린",,1
3052,"燐","인",,0
3053,"獜","린",,1
3054,"獜","인",,0
3055,"璘","린",,1
3056,"璘","인",,0
3057,"瞵","린",,1
3058,"磷","린",,1
3059,"磷","인",,0
3060,"粦","린",,1
3061,"粦","인",,0
3062,"粼","린",,1
3063,"粼","인",,0
3064,"繗","린",,1
3065,"繗","인",,0
3066,"藺","린",,1
3067,"藺","인",,0
3068,"躙","린",,1
3069,"躙","인",,0
3070,"躪","린",,1
3071,"躪","인",,0
3072,"轔","린",,1
3073,"轔","인",,0
3074,"鄰","린",,1
3075,"鄰","인",,0
3076,"鏻","린",,1
3077,"鏻","인",,0
3078,"閵","린",,1
3079,"隣","린",,1
3080,"隣","인",,0
3081,"驎","린",,1
3082,"驎","인",,0
3083,"鱗","린",,1
3084,"鱗","인",,0
3085,"麟","린",,1
3086,"麟","인",,0
3087,"晽","림",,1
3088,"晽","임",,0
3089,"棽","림",,1
3090,"棽","임",,0
3091,"棽","침",,0
3092,"淋","림",,1
3093,"淋","임",,0
3094,"琳","림",,1
3095,"琳","임",,0
3096,"痳","림",,1
3097,"痳","임",,0
3098,"碄","림",,1
3099,"碄","임",,0
3100,"霖","림",,1
3101,"霖","임",,0
3102,"岦","립",,1
3103,"岦","입",,0
3104,"砬","립",,1
3105,"砬","입",,0
3106,"立","립",,1
3107,"立","입",,0
3108,"笠","립",,1
3109,"笠","입",,0
3110,"粒","립",,1
3111,"粒","입",,0
3112,"劘","마",,1
3113,"媽","마",,1
3114,"摩","마",,1
3115,"瑪","마",,1
3116,"痲","마",,1
3117,"碼","마",,1
3118,"磨","마",,1
3119,"螞","마",,1
3120,"蟇","마",,1
3121,"馬","마",,1
3122,"魔","마",,1
3123,"麻","마",,1
3124,"麽","마",,1
3125,"寞","막",,1
3126,"幕","막",,1
3127,"漠","막",,1
3128,"瞙","막",,1
3129,"膜","막",,1
3130,"莫","막",,1
3131,"邈","막",,1
3132,"鏌","막",,1
3133,"万","만",,1
3134,"卍","만",,1
3135,"墁","만",,1
3136,"娩","만",,1
3137,"嫚","만",,1
3138,"巒","만",,1
3139,"幔","만",,1
3140,"彎","만",,1
3141,"慢","만",,1
3142,"挽","만",,1
3143,"晚","만",,1
3144,"曼","만",,1
3145,"槾","만",,1
3146,"樠","만",,1
3147,"滿","만",,1
3148,"漫","만",,1
3149,"灣","만",,1
3150,"睌","만",,1
3151,"瞞","만",,1
3152,"縵","만",,1
3153,"脕","만",,1
3154,"萬","만",,1
3155,"蔓","만",,1
3156,"蠻","만",,1
3157,"謾","만",,1
3158,"蹣","만",,1
3159,"輓","만",,1
3160,"鄤","만",,1
3161,"鏋","만",,1
3162,"鏝","만",,1
3163,"饅","만",,1
3164,"鬘","만",,1
3165,"鰻","만",,1
3166,"唜","말",,1
3167,"妺","말",,1
3168,"帕","말",,1
3169,"抹","말",,1
3170,"末","말",,1
3171,"沫","말",,1
3172,"秣","말",,1
3173,"茉","말",,1
3174,"襪","말",,1
3175,"靺","말",,1
3176,"亡","망",,1
3177,"妄","망",,1
3178,"忘","망",,1
3179,"忙","망",,1
3180,"惘","망",,1
3181,"望","망",,1
3182,"朢","망",,1
3183,"汒","망",,1
3184,"漭","망",,1
3185,"網","망",,1
3186,"罔","망",,1
3187,"芒","망",,1
3188,"茫","망",,1
3189,"莽","망",,1
3190,"輞","망",,1
3191,"邙","망",,1
3192,"魍","망",,1
3193,"勱","매",,1
3194,"呆","매",,1
3195,"埋","매",,1
3196,"妹","매",,1
3197,"媒","매",,1
3198,"寐","매",,1
3199,"昧","매",,1
3200,"枚","매",,1
3201,"梅","매",,1
3202,"楳","매",,1
3203,"每","매",,1
3204,"沬","매",,1
3205,"煤","매",,1
3206,"玫","매",,1
3207,"眛","매",,1
3208,"罵","매",,1
3209,"苺","매",,1
3210,"莓","매",,1
3211,"買","매",,1
3212,"賣","매",,1
3213,"邁","매",,1
3214,"酶","매",,1
3215,"霉","매",,1
3216,"魅","매",,1
3217,"脈","맥",,1
3218,"貃","맥",,1
3219,"貊","맥",,1
3220,"貘","맥",,1
3221,"陌","맥",,1
3222,"驀","맥",,1
3223,"麥","맥",,1
3224,"孟","맹",,1
3225,"氓","맹",,1
3226,"猛","맹",,1
3227,"甍","맹",,1
3228,"甿","맹",,1
3229,"盟","맹",,1
3230,"盲","맹",,1
3231,"萌","맹",,1
3232,"虻","맹",,1
3233,"冪","멱",,1
3234,"幎","멱",,1
3235,"覓","멱",,1
3236,"俛","면",,1
3237,"免","면",,1
3238,"勉","면",,1
3239,"愐","면",,1
3240,"棉","면",,1
3241,"沔","면",,1
3242,"湎","면",,1
3243,"眄","면",,1
3244,"眠","면",,1
3245,"眠","민",,0
3246,"綿","면",,1
3247,"緜","면",,1
3248,"緬","면",,1
3249,"葂","면",,1
3250,"面","면",,1
3251,"麪","면",,1
3252,"麵","면",,1
3253,"滅","멸",,1
3254,"篾","멸",,1
3255,"蔑","멸",,1
3256,"衊","멸",,1
3257,"冥","명",,1
3258,"名","명",,1
3259,"命","명",,1
3260,"慏","명",,1
3261,"明","명",,1
3262,"暝","명",,1
3263,"椧","명",,1
3264,"洺","명",,1
3265,"溟","명",,1
3266,"熐","명",,1
3267,"皿","명",,1
3268,"眀","명",,1
3269,"瞑","명",,1
3270,"茗","명",,1
3271,"蓂","명",,1
3272,"螟","명",,1
3273,"詺","명",,1
3274,"鄍","명",,1
3275,"酩","명",,1
3276,"銘","명",,1
3277,"鳴","명",,1
3278,"袂","몌",,1
3279,"侔","모",,1
3280,"侮","모",,1
3281,"冒","모",,1
3282,"募","모",,1
3283,"姆","모",,1
3284,"姥","모",,1
3285,"媢","모",,1
3286,"嫫","모",,1
3287,"帽","모",,1
3288,"恈","모",,1
3289,"慔","모",,1
3290,"慕","모",,1
3291,"摸","모",,1
3292,"摹","모",,1
3293,"旄","모",,1
3294,"暮","모",,1
3295,"某","모",,1
3296,"模","모",,1
3297,"橅","모",,1
3298,"橅","무",,0
3299,"母","모",,1
3300,"毛","모",,1
3301,"洠","모",,1
3302,"牟","모",,1
3303,"牡","모",,1
3304,"瑁","모",,1
3305,"皃","모",,1
3306,"眊","모",,1
3307,"眸","모",,1
3308,"矛","모",,1
3309,"耄","모",,1
3310,"耗","모",,1
3311,"芼","모",,1
3312,"茅","모",,1
3313,"蝥","모",,1
3314,"蟊","모",,1
3315,"謀","모",,1
3316,"謨","모",,1
3317,"貌","모",,1
3318,"軞","모",,1
3319,"髦","모",,1
3320,"坶","목",,1
3321,"木","목",,1
3322,"沐","목",,1
3323,"炑","목",,1
3324,"牧","목",,1
3325,"目","목",,1
3326,"睦","목",,1
3327,"穆","목",,1
3328,"苜","목",,1
3329,"鶩","목",,1
3330,"歿","몰",,1
3331,"沒","몰",,1
3332,"夢","몽",,1
3333,"幪","몽",,1
3334,"懞","몽",,1
3335,"曚","몽",,1
3336,"朦","몽",,1
3337,"溕","몽",,1
3338,"濛","몽",,1
3339,"瞢","몽",,1
3340,"矇","몽",,1
3341,"艨","몽",,1
3342,"蒙","몽",,1
3343,"雺","몽",,1
3344,"鸏","몽",,1
3345,"卯","묘",,1
3346,"墓","묘",,1
3347,"妙","묘",,1
3348,"嫹","묘",,1
3349,"廟","묘",,1
3350,"描","묘",,1
3351,"昴","묘",,1
3352,"杳","묘",,1
3353,"淼","묘",,1
3354,"渺","묘",,1
3355,"猫","묘",,1
3356,"畝","묘",,1
3357,"畝","무",,0
3358,"眇","묘",,1
3359,"竗","묘",,1
3360,"苗","묘",,1
3361,"藐","묘",,1
3362,"訬","묘",,1
3363,"訬","초",,0
3364,"貓","묘",,1
3365,"錨","묘",,1
3366,"儛","무",,1
3367,"務","무",,1
3368,"嘸","무",,1
3369,"堥","무",,1
3370,"娬","무",,1
3371,"嫵","무",,1
3372,"巫","무",,1
3373,"廡","무",,1
3374,"憮","무",,1
3375,"懋","무",,1
3376,"戊","무",,1
3377,"拇","무",,1
3378,"撫","무",,1
3379,"无","무",,1
3380,"楙","무",,1
3381,"橆","무",,1
3382,"武","무",,1
3383,"毋","무",,1
3384,"無","무",,1
3385,"珷","무",,1
3386,"璑","무",,1
3387,"碔","무",,1
3388,"繆","무",,1
3389,"膴","무",,1
3390,"舞","무",,1
3391,"茂","무",,1
3392,"蕪","무",,1
3393,"誣","무",,1
3394,"貿","무",,1
3395,"霧","무",,1
3396,"騖","무",,1
3397,"鵡","무",,1
3398,"嘿","묵",,1
3399,"墨","묵",,1
3400,"默","묵",,1
3401,"們","문",,1
3402,"刎","문",,1
3403,"吻","문",,1
3404,"問","문",,1
3405,"妏","문",,1
3406,"悗","문",,1
3407,"懣","문",,1
3408,"抆","문",,1
3409,"捫","문",,1
3410,"汶","문",,1
3411,"炆","문",,1
3412,"璊","문",,1
3413,"紊","문",,1
3414,"紋","문",,1
3415,"聞","문",,1
3416,"芠","문",,1
3417,"蚊","문",,1
3418,"雯","문",,1
3419,"勿","물",,1
3420,"沕","물",,1
3421,"物","물",,1
3422,"亹","미",,1
3423,"侎","미",,1
3424,"冞","미",,1
3425,"味","미",,1
3426,"咪","미",,1
3427,"堳","미",,1
3428,"娓","미",,1
3429,"媄","미",,1
3430,"媚","미",,1
3431,"媺","미",,1
3432,"尾","미",,1
3433,"嵄","미",,1
3434,"嵋","미",,1
3435,"弥","미",,1
3436,"弭","미",,1
3437,"彌","미",,1
3438,"微","미",,1
3439,"敉","미",,1
3440,"未","미",,1
3441,"梶","미",,1
3442,"楣","미",,1
3443,"洣","미",,1
3444,"浘","미",,1
3445,"渳","미",,1
3446,"渼","미",,1
3447,"湄","미",,1
3448,"溦","미",,1
3449,"濔","니",,1
3450,"濔","미",,0
3451,"濔","이",,0
3452,"瀰","미",,1
3453,"煝","미",,1
3454,"獼","미",,1
3455,"瑂","미",,1
3456,"眉","미",,1
3457,"米","미",,1
3458,"糜","미",,1
3459,"縻","미",,1
3460,"美","미",,1
3461,"苿","미",,1
3462,"菋","미",,1
3463,"薇","미",,1
3464,"蘪","미",,1
3465,"蘼","미",,1
3466,"謎","미",,1
3467,"躾","미",,1
3468,"迷","미",,1
3469,"郿","미",,1
3470,"靡","미",,1
3471,"麋","미",,1
3472,"黴","미",,1
3473,"僶","민",,1
3474,"岷","민",,1
3475,"忞","민",,1
3476,"忟","민",,1
3477,"怋","민",,1
3478,"悶","민",,1
3479,"愍","민",,1
3480,"憫","민",,1
3481,"抿","민",,1
3482,"敃","민",,1
3483,"旼","민",,1
3484,"暋","민",,1
3485,"泯","민",,1
3486,"潣","민",,1
3487,"珉","민",,1
3488,"琘","민",,1
3489,"琝","민",,1
3490,"瑉","민",,1
3491,"盿","민",,1
3492,"砇","민",,1
3493,"緍","민",,1
3494,"緡","민",,1
3495,"罠","민",,1
3496,"脗","민",,1
3497,"苠","민",,1
3498,"鈱","민",,1
3499,"錉","민",,1
3500,"鍲","민",,1
3501,"閔","민",,1
3502,"閩","민",,1
3503,"鰵","민",,1
3504,"黽","민",,1
3505,"密","밀",,1
3506,"樒","밀",,1
3507,"滵","밀",,1
3508,"蜜","밀",,1
3509,"謐","밀",,1
3510,"亳","박",,1
3511,"剝","박",,1
3512,"博","박",,1
3513,"拍","박",,1
3514,"撲","박",,1
3515,"樸","박",,1
3516,"欂","박",,1
3517,"泊","박",,1
3518,"牔","박",,1
3519,"珀","박",,1
3520,"珀","백",,0
3521,"璞","박",,1
3522,"箔","박",,1
3523,"粕","박",,1
3524,"縛","박",,1
3525,"膊","박",,1
3526,"舶","박",,1
3527,"薄","박",,1
3528,"迫","박",,1
3529,"鉑","박",,1
3530,"鎛","박",,1
3531,"鑮","박",,1
3532,"雹","박",,1
3533,"駁","박",,1
3534,"駮","박",,1
3535,"髆","박",,1
3536,"伴","반",,1
3537,"半","반",,1
3538,"反","반",,1
